,id,name,host_id,host_since,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_listings,reviews_per_month,price_group
6537,32400234,Classic beautiful Swedish Red & White wooden House,20733127,2014-08-30,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,120 47,Sweden,5.929.203,1.806.314,Villa,4.0,2099.0,7,77,2,100.0,1,1,High Price
6538,32401443,Cute house in suburb of Stockholm,243313144,2019-02-15,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 53,Sweden,593.541,1.789.908,House,4.0,1010.0,3,164,1,100.0,1,1,High Price
6540,32413229,"Modern, fin & ljus laegenhet paa Kungsholmen",39158275,2015-07-21,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 16,Sweden,5.933.983,1.800.729,Apartment,1.0,902.0,3,288,6,100.0,1,1,Middle Price
6541,32417954,The real Stockholm -12 minutes from Soedermalm,243431156,2019-02-16,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 54,Sweden,5.926.354,1.803.903,Apartment,1.0,353.0,6,0,3,87.0,1,0,Low Price
6543,32430389,Rum i radhus med 140-saeng 30 min fraan city,224085503,2018-11-04,"Stockholm, Stockholms laen, Sweden",Haesselby-Vaellingby,Stockholm,Stockholms laen,162 53,Sweden,5.935.976,1.788.439,Townhouse,1.0,294.0,1,0,3,100.0,3,0,Low Price
6545,32434703,Bedroom in a seaside location,84939099,2016-07-20,"Soedermalm, Stockholms laen, Sweden",Skarpnaeck,Soedermalm,Stockholms laen,120 66,Sweden,5.930.413,1.810.637,Apartment,1.0,383.0,2,1,18,100.0,1,2,Low Price
6546,32436242,Ideal city center apartment with patio and garden!,13838892,2014-04-03,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 36,Sweden,5.933.862,1.803.446,Apartment,1.0,1197.0,5,57,2,100.0,1,0,High Price
6548,32443167,Here the life is going on around the clock 24/7.,186975006,2018-04-29,"Stockholm Soedermalm , Stockholms laen, Sweden",Soedermalm,Stockholm Soedermalm,Stockholms laen,116 25,Sweden,5.931.486,1.807.575,Apartment,1.0,1030.0,2,11,5,100.0,1,4,High Price
6549,32443374,Top floor apartment in Stockholms hottest area,172872275,2018-02-11,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 36,Sweden,5.931.696,1.803.012,Apartment,0.0,804.0,1,0,5,92.0,2,0,Middle Price
6551,32459513,"Modern, ljus och designad laegenhet. Centralt laege.",75251104,2016-06-01,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 45,Sweden,5.934.713,1.804.705,Apartment,2.0,1501.0,4,0,5,100.0,1,0,High Price
6552,32461080,4 room private apartment with kitchen and bathroom,51567026,2015-12-17,"Spaanga-Tensta, Stockholms laen, Sweden",Spaanga-Tensta,Spaanga-Tensta,Stockholms laen,163 42,Sweden,5.937.973,1.791.875,Apartment,4.0,1050.0,1,165,1,100.0,2,1,High Price
6553,32468503,Cozy apartment 15 min from Sthlm City,243924400,2019-02-18,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,129 57,Sweden,5.928.608,1.795.339,Condominium,1.0,598.0,2,0,1,100.0,1,0,Middle Price
6554,32468911,Modern and cozy apartment near heart of Stockholm,243930578,2019-02-18,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,115 43,Sweden,5.935.285,1.809.656,Apartment,1.0,804.0,3,161,2,100.0,1,0,Middle Price
6555,32469974,Fresh and cozy,71047784,2016-05-09,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 54,Sweden,593.492,1.805.556,Apartment,2.0,1403.0,2,0,5,95.0,1,1,High Price
6556,32472249,House In Stockholm Perfect For 2,243963031,2019-02-18,"Flysta, Stockholms laen, Sweden",Spaanga-Tensta,Flysta,Stockholms laen,163 44,Sweden,5.936.958,1.790.859,Tiny house,1.0,500.0,1,115,11,93.0,6,2,Middle Price
6559,32493353,Cosy apartment with sunny patio,27301983,2015-02-06,"Hammarbyhoejden, Stockholms laen, Sweden",Skarpnaeck,Hammarbyhoejden,Stockholms laen,121 45,Sweden,5.929.929,1.808.728,Apartment,1.0,1148.0,2,3,10,100.0,1,2,High Price
6560,32496628,Scandinavian coziness in the heart of Soedermalm,55865419,2016-01-24,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 29,Sweden,5.931.374,1.808.244,Apartment,0.0,598.0,1,0,5,92.0,1,0,Middle Price
6564,32514310,Laegenhet med perfekt centralt laege paa Soedermalm,113616505,2017-01-28,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 28,Sweden,5.931.475,1.806.989,Apartment,0.0,1001.0,1,36,7,94.0,1,1,High Price
6565,32521470,Scandinavian style flat in the heart of Stockholm,28229460,2015-02-23,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 63,Sweden,5.930.947,1.808.053,Apartment,1.0,853.0,5,120,5,100.0,1,1,Middle Price
6566,32522987,Tasteful and quiet room in the city,5375947,2013-03-08,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 61,Sweden,5.930.781,1.808.187,Apartment,0.0,804.0,2,0,2,100.0,1,0,Middle Price
6568,32531115,"Apartment in the heart of Stockholm, Old town.",92735741,2016-08-31,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 29,Sweden,59.323,1.807.097,Apartment,2.0,1197.0,7,0,3,93.0,1,1,High Price
6571,32561597,"In the City, close to the Central station",244690490,2019-02-22,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 42,Sweden,5.933.783,1.808.222,Apartment,1.0,500.0,2,0,19,99.0,1,3,Middle Price
6572,32562338,Spacious apartment close to city central,22876006,2014-10-23,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 29,Sweden,5.933.336,1.804.278,Apartment,1.0,1805.0,2,112,36,94.0,16,5,High Price
6573,32571306,Roomy tranquile basecamp apt in absolute downtown,113695838,2017-01-28,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,111 37,Sweden,5.933.556,1.805.779,Apartment,1.0,1354.0,3,26,9,100.0,1,1,High Price
6574,32585614,MORNINGTON LONGSTAY STOCKHOLM BROMMA,186220121,2018-04-25,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 69,Sweden,5.934.554,1.796.595,Serviced apartment,0.0,432.0,28,335,1,80.0,10,0,Low Price
6576,32586218,Cozy room for SOLO travelers in best location.,70666382,2016-05-06,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 64,Sweden,5.931.401,1.805.941,Apartment,1.0,598.0,1,0,15,100.0,1,3,Middle Price
6578,32605878,Cozy & roomy house 15 min from Stockholm center,57979051,2016-02-09,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 47,Sweden,5.926.997,1.806.246,House,4.0,1197.0,3,188,1,60.0,1,0,High Price
6579,32607821,Cozy 1 bedroom apartment in the heart of Stockholm,128075662,2017-04-29,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 29,Sweden,5.932.462,1.806.901,Apartment,1.0,1099.0,2,242,23,98.0,2,4,High Price
6580,32611910,Cozy Soedermalm studio with balcony,241759674,2019-02-07,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 36,Sweden,5.931.607,180.912,Apartment,0.0,804.0,5,2,3,100.0,1,0,Middle Price
6581,32621063,"Great Space @Patio Island, Stockholm City",23749925,2014-11-14,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 61,Sweden,5.932.598,1.800.356,Apartment,0.0,745.0,2,309,16,99.0,1,2,Middle Price
6582,32625234,A big and open house with a high location,243463434,2019-02-16,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,125 54,Sweden,5.927.808,1.795.971,Villa,4.0,1805.0,5,0,1,100.0,1,1,High Price
6583,32638236,"Large cozy villa with private garden,close to city",171914084,2018-02-06,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 47,Sweden,5.927.501,1.805.433,Villa,3.0,2501.0,1,110,2,100.0,1,0,High Price
6584,32650883,"Cosy design flat close to Globen, Tele2 and City.",54325630,2016-01-12,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 34,Sweden,592.815,1.809.088,Apartment,1.0,598.0,1,12,5,100.0,1,0,Middle Price
6585,32654230,Small studio in the most convenient location!,34235178,2015-05-25,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 67,Sweden,5.930.805,180.781,Apartment,0.0,549.0,2,0,10,96.0,1,1,Middle Price
6586,32655928,City Center - 2 Bedroom Apartment + Balcony,43424152,2015-09-05,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 27,Sweden,5.933.126,1.804.977,Apartment,2.0,2266.0,5,167,6,100.0,2,1,High Price
6587,32657064,Med utsikt oever takaasarna paa Soeder,22320815,2014-10-09,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 36,Sweden,5.931.498,1.809.279,Apartment,2.0,1099.0,5,6,1,100.0,1,0,High Price
6588,32658109,Private Room - Kungsholmen/Norrmalm - Kungsbron,43424152,2015-09-05,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 27,Sweden,5.933.289,1.804.752,Apartment,1.0,1001.0,2,76,1,100.0,2,0,High Price
6589,32664170,Couchsurf in luxurious & cozy Stockholm apartment,2647738,2012-06-15,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 75,Sweden,593.422,179.372,Apartment,1.0,304.0,1,80,6,97.0,2,1,Low Price
6590,32679178,XXL rum paa Comfort Hotel Kista,245722909,2019-02-27,"Kista, Stockholms laen, Sweden",Rinkeby-Kista,Kista,Stockholms laen,164 40,Sweden,5.940.394,1.794.915,Bed and breakfast,2.0,951.0,2,339,19,99.0,2,3,Middle Price
6591,32680823,Large room in beautiful flat available!,30304844,2015-03-30,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,117 58,Sweden,5.930.757,1.803.071,Apartment,2.0,1001.0,1,1,3,100.0,1,0,High Price
6592,32681806,City-close apartment with sea view,75538088,2016-06-03,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 40,Sweden,5.933.286,1.798.782,Apartment,1.0,804.0,1,1,11,98.0,1,2,Middle Price
6593,32691596,Private room,93028098,2016-09-01,"Stockholm, Stockholms laen, Sweden",Rinkeby-Kista,Stockholm,Stockholms laen,164 44,Sweden,594.004,1.794.011,Apartment,1.0,451.0,10,0,1,100.0,3,0,Low Price
6594,32715946,Extraordinary in Old Town of Stockholm,245999299,2019-02-28,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 27,Sweden,5.932.186,1.807.315,Apartment,1.0,1746.0,2,330,38,90.0,1,7,High Price
6595,32717960,"Cozy ""hideaway"" in the heart of Oestermalm",119461257,2017-03-06,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 40,Sweden,5.934.003,1.808.199,Apartment,1.0,951.0,4,52,14,100.0,1,2,Middle Price
6597,32744898,Beautiful view apt in Medborgarplatsen/Soedermalm!,234084489,2019-01-03,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 30,Sweden,5.931.392,180.736,Apartment,1.0,1246.0,1,64,17,88.0,4,3,High Price
6599,32758078,Room in unique apartment,76701792,2016-06-09,"Skarpnaecks Gaard, Stockholms laen, Sweden",Skarpnaeck,Skarpnaecks Gaard,Stockholms laen,128 38,Sweden,5.927.808,1.811.449,Apartment,1.0,500.0,1,0,5,100.0,2,1,Middle Price
6600,32758741,Spacious 1930’s functionalist villa near Maelaren,19266316,2014-08-01,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,168 51,Sweden,5.934.336,1.789.937,House,5.0,1903.0,4,242,2,100.0,1,1,High Price
6603,32781761,En paerla mitt i attraktiva fruaengen✨,246576475,2019-03-03,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,129 50,Sweden,5.928.589,1.797.379,Apartment,2.0,853.0,3,363,2,80.0,1,0,Middle Price
6604,32784660,"Villa close to Nature, Lake and City Center.",246602286,2019-03-03,"Skaerholmen, Stockholms laen, Sweden",Skaerholmen,Skaerholmen,Stockholms laen,127 41,Sweden,5.927.574,1.787.063,Villa,4.0,1589.0,3,0,1,100.0,1,0,High Price
6605,32786547,55 m2 cosy 2-bedroom apartment & private entrance,37772563,2015-07-07,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 64,Sweden,5.927.706,1.805.546,Apartment,2.0,804.0,3,233,15,97.0,1,2,Middle Price
6606,32801306,Perfect stay for a small family,172464815,2018-02-09,"Stockholm , Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,129 31,Sweden,5.929.301,1.798.355,Apartment,2.0,549.0,4,6,8,98.0,1,1,Middle Price
6608,32826591,Nice area near Stockholm,141085699,2017-07-18,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,162 54,Sweden,5.935.863,1.788.158,Apartment,1.0,304.0,1,267,8,98.0,1,2,Low Price
6609,32832695,20-talshus med stor traedgaard 10 minuter fraan city.,14040784,2014-04-08,"Enskededalen, Stockholms laen, Sweden",Skarpnaeck,Enskededalen,Stockholms laen,121 34,Sweden,5.928.185,1.810.633,House,5.0,2501.0,5,26,1,100.0,1,0,High Price
6610,32834212,Quiet residential area 11 min from Stockholm C,27264442,2015-02-05,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 30,Sweden,5.927.361,1.799.878,Guesthouse,2.0,981.0,2,3,13,97.0,2,2,Middle Price
6611,32840283,Calm city center apartment close to everything!,82822668,2016-07-10,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 24,Sweden,5.931.868,1.805.824,Apartment,3.0,3570.0,3,0,3,100.0,1,0,High Price
6612,32841477,Cozy room close to connections,130035834,2017-05-12,"Tensta, Stockholms laen, Sweden",Spaanga-Tensta,Tensta,Stockholms laen,163 64,Sweden,5.939.657,1.790.147,Apartment,1.0,167.0,3,0,8,100.0,2,1,Low Price
6615,32842870,2 room apartment close to the city!,247073940,2019-03-05,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 63,Sweden,5.932.423,1.800.299,Apartment,2.0,804.0,1,0,3,93.0,2,0,Middle Price
6616,32860018,Long Stay rum paa Comfort Hotel Kista,245722909,2019-02-27,"Kista, Stockholms laen, Sweden",Rinkeby-Kista,Kista,Stockholms laen,164 40,Sweden,5.940.248,1.795.014,Bed and breakfast,0.0,912.0,4,343,1,80.0,2,0,Middle Price
6617,32863648,65kvm apartment - in the city,243667017,2019-02-17,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 30,Sweden,5.934.635,180.357,Apartment,1.0,2403.0,3,0,2,90.0,1,0,High Price
6618,32864527,Clean and Cozy,70673728,2016-05-06,"Tensta, Stockholms laen, Sweden",Spaanga-Tensta,Tensta,Stockholms laen,163 65,Sweden,5.939.637,1.789.287,Apartment,1.0,549.0,2,0,2,90.0,1,0,Middle Price
6619,32866232,Lorraine,141550534,2017-07-20,"Estocolmo, Stockholms laen, Sweden",Spaanga-Tensta,Estocolmo,Stockholms laen,163 62,Sweden,5.939.377,1.791.308,Apartment,1.0,294.0,2,56,26,88.0,3,4,Low Price
6620,32867920,Cozy guesthouse in Stockholm! Close to the city!!,60777789,2016-02-28,"Spaanga-Tensta, Stockholms laen, Sweden",Spaanga-Tensta,Spaanga-Tensta,Stockholms laen,163 42,Sweden,5.937.963,1.791.685,Tiny house,1.0,647.0,1,0,23,97.0,1,3,Middle Price
6621,32879989,Private house 45 minutes from Stockholm center,52908097,2016-01-01,"Stockholm, Stockholms laen, Sweden",Haesselby-Vaellingby,Stockholm,Stockholms laen,165 78,Sweden,5.939.261,1.782.275,House,2.0,804.0,2,0,9,91.0,1,3,Middle Price
6622,32880579,# 14 Studiolaegenhet utan foenster,8098890,2013-08-12,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 19,Sweden,5.933.278,1.802.367,Apartment,0.0,745.0,1,300,31,93.0,10,5,Middle Price
6623,32881771,Premium stay at the best location in Soedermalm!,18860364,2014-07-25,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 46,Sweden,5.931.722,1.807.209,Apartment,1.0,1746.0,1,67,11,98.0,1,2,High Price
6624,32884924,Habitación Farsta,129542316,2017-05-09,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,123 55,Sweden,5.925.412,1.808.381,Apartment,1.0,294.0,2,1,12,97.0,2,2,Low Price
6625,32894630,"Private room modern flat, 10 minute to city center",206375285,2018-07-31,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,117 64,Sweden,593.099,1.801.588,Apartment,1.0,392.0,1,314,26,98.0,1,4,Low Price
6626,32931008,"Room in the City, near Karlberg Castle.",82299172,2016-07-07,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 38,Sweden,5.934.228,1.802.786,Apartment,1.0,500.0,29,233,1,100.0,1,1,Middle Price
6629,32933684,Familyfriendly Villa 15 min to Stockholm City,76081872,2016-06-06,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,128 69,Sweden,5.925.855,1.810.385,Villa,4.0,922.0,5,57,2,100.0,1,0,Middle Price
6631,32935389,Cosy apartment in the middle of Sodermalm,5911439,2013-04-13,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 63,Sweden,5.931.057,180.803,Apartment,1.0,765.0,1,2,2,100.0,1,0,Middle Price
6632,32935939,Three bedroom townhouse in pleasant neighborhood,33219558,2015-05-12,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 36,Sweden,5.930.325,1.799.848,Townhouse,3.0,991.0,5,51,3,93.0,1,0,Middle Price
6633,32936796,Immediate access to naturereserv and close to town,15346285,2014-05-10,"Bagarmossen, Stockholms laen, Sweden",Skarpnaeck,Bagarmossen,Stockholms laen,128 47,Sweden,5.927.951,18.136,Apartment,1.0,353.0,1,0,12,98.0,1,2,Low Price
6635,32945896,Cozy two rooms apartment in lovely Aspudden,13589530,2014-03-27,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 50,Sweden,5.930.763,1.800.566,Apartment,1.0,726.0,2,51,1,100.0,1,0,Middle Price
6636,32949464,17th Cent. Apartment Overlooking the Royal Palace,218092312,2018-09-30,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 30,Sweden,5.932.443,1.807.388,Apartment,1.0,2697.0,2,353,15,96.0,1,3,High Price
6637,32953514,"Central apartment with a balcony, and a view",51239745,2015-12-13,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 21,Sweden,5.935.188,1.805.556,Apartment,2.0,1805.0,3,30,33,93.0,2,6,High Price
6638,32954324,"4 lovely rooms and balcony, 10 min to city center",54454502,2016-01-13,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,167 43,Sweden,5.933.664,179.837,Apartment,3.0,1099.0,5,22,1,100.0,1,0,High Price
6639,32954644,Eget rum med egen balkong i laegenhet,43716005,2015-09-08,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,115 42,Sweden,593.559,1.810.099,Apartment,1.0,314.0,2,112,8,95.0,1,1,Low Price
6640,32977324,Cozy apartment in the heart of Stockholm,67562268,2016-04-17,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 46,Sweden,5.933.521,1.802.994,Apartment,1.0,647.0,1,0,14,98.0,1,2,Middle Price
6641,32979845,Water view apartment in Hornstull (Soedermalm),248208736,2019-03-11,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 38,Sweden,5.931.669,1.803.003,Apartment,1.0,1001.0,2,0,7,100.0,1,1,High Price
6643,33016132,Turn of the century studio located in Vasastan,204941599,2018-07-25,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 60,Sweden,5.933.762,1.805.191,Apartment,0.0,667.0,2,0,1,100.0,1,0,Middle Price
6644,33016416,Historical flat in trendy Hornstull (Soedermalm),42344633,2015-08-24,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 33,Sweden,593.181,1.803.288,Apartment,2.0,873.0,4,20,4,95.0,1,0,Middle Price
6645,33020319,Private loft 11 min from Stockholm C,27264442,2015-02-05,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,125 30,Sweden,5.927.375,1.799.928,House,2.0,677.0,2,0,1,100.0,2,0,Middle Price
6646,33030148,Mysig laegenhet i Hornstull,33255519,2015-05-13,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 38,Sweden,5.931.802,1.802.547,Apartment,0.0,647.0,2,0,6,100.0,1,1,Middle Price
6647,33062334,Calm and beautiful Townhouse near Stockholm City,50102020,2015-11-29,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,165 77,Sweden,5.938.897,1.782.164,Townhouse,3.0,804.0,7,25,5,93.0,1,0,Middle Price
6648,33062522,Top Location Apartment in trendy SOFO,171729549,2018-02-05,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 29,Sweden,5.931.594,1.808.502,Apartment,1.0,1805.0,1,10,4,100.0,1,1,High Price
6650,33122878,Spatious apartment close to city centre!,88952560,2016-08-09,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 23,Sweden,5.932.808,1.804.647,Apartment,3.0,3100.0,2,0,2,100.0,1,1,High Price
6651,33124724,Villa naera Stockholmsmaessan/Sthlm City,3828847,2012-10-10,"Aelvsjoe, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Aelvsjoe,Stockholms laen,125 43,Sweden,5.927.525,1.801.849,Villa,3.0,1501.0,3,0,2,90.0,1,1,High Price
6652,33125097,Furnished Apartment 5 Min From The Metro Station,231895106,2018-12-22,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,123 33,Sweden,5.924.442,1.808.541,Apartment,1.0,451.0,3,242,2,90.0,1,0,Low Price
6653,33125201,Lovely apartment in Aspudden/Oernsberg,107796046,2016-12-19,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 53,Sweden,5.930.499,1.798.838,Apartment,1.0,696.0,2,85,6,100.0,1,1,Middle Price
6654,33126288,Unique appartment with roof terrace,58884691,2016-02-15,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,117 68,Sweden,5.931.449,1.799.924,Apartment,2.0,1501.0,2,8,4,95.0,1,4,High Price
6655,33126699,Charming flat in the heart of Oestermalm,8463430,2013-08-27,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 20,Sweden,593.383,1.809.317,Apartment,0.0,745.0,2,0,3,100.0,1,0,Middle Price
6656,33129142,Lovely 3 bedroom apartment by Nytorget,1346612,2011-10-28,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 31,Sweden,5.931.238,1.808.528,Apartment,3.0,1501.0,7,0,1,100.0,1,0,High Price
6657,33132690,Room in Stockholm,122600291,2017-03-26,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,162 55,Sweden,5.935.761,1.788.511,Apartment,1.0,265.0,3,23,16,100.0,2,2,Low Price
6658,33134251,Cosy studio on the south side,249453459,2019-03-17,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 55,Sweden,5.926.576,1.804.452,Apartment,0.0,324.0,1,4,8,94.0,1,1,Low Price
6659,33135163,Oasis in SOFO,14073524,2014-04-09,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 41,Sweden,5.930.888,1.809.439,Apartment,0.0,853.0,3,1,5,100.0,1,1,Middle Price
6660,33144280,Relaxing and quite place for you and your family,249335447,2019-03-17,"Skaerholmen, Stockholms laen, Sweden",Skaerholmen,Skaerholmen,Stockholms laen,127 42,Sweden,5.927.589,178.786,Apartment,1.0,549.0,1,88,5,96.0,1,0,Middle Price
6661,33148346,"15 min to city center, good communications!",42004680,2015-08-20,"Stockholm , Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,117 62,Sweden,593.037,1.802.178,Apartment,1.0,647.0,2,0,7,100.0,1,1,Middle Price
6662,33155422,Studio apartment with hotel feeling,45544477,2015-10-01,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 57,Sweden,5.934.207,1.805.987,Apartment,1.0,1246.0,2,317,29,94.0,2,5,High Price
6663,33160833,Cozy waterside apartment in Soedermalm,1454342,2011-11-29,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 68,Sweden,5.930.643,1.808.843,Apartment,1.0,1099.0,2,3,1,100.0,1,1,High Price
6664,33181690,"Spacious, sunlit flat close to the water",8518648,2013-08-29,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 52,Sweden,5.933.486,1.808.311,Apartment,1.0,951.0,2,0,2,90.0,1,0,Middle Price
6665,33182972,Private room in Hoekaraengen,3963748,2012-10-24,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,123 61,Sweden,5.925.213,1.809.176,Apartment,1.0,549.0,1,180,4,100.0,3,0,Middle Price
6667,33187794,Charming 2-room apartment in central Stockholm,84696867,2016-07-19,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 21,Sweden,5.935.076,1.806.398,Apartment,1.0,902.0,5,0,6,100.0,1,1,Middle Price
